title,published_at,content,url,source_name,domain,sub_domain,crawled_at,category,category_method
Envision to supply 660 MWh BESS for South Africa's Naos-1 - Energy Storage,2026-06-30,"Envision Energy has signed an agreement to supply a 660 MWh battery energy storage system for the Naos-1 hybrid solar-plus-storage project near Viljoenskroon in South Africa’s Free State province, the company said in a statement.
The project, developed by SOLA Group with WBHO delivering construction, combines 300 MW of solar PV with the battery system and reached financial close in February 2026, according to SOLA Group.
A separate SOLA-sourced project data box reported larger figures of 435 MWp solar and 855 MWh storage; the 300 MW/660 MWh figures are the ones most consistently reported, including by Energy-Storage.News, Saur Energy, and Energetica India, and are used here, though the discrepancy between the two sets of figures has not been independently resolved.
Envision’s scope covers design, manufacturing, commissioning, operation, and maintenance of the storage system, under a 25-year long-term service agreement signed with SOLA Group, Envision said.
Naos-1 is structured as a wheeling project, transmitting power generated in the Free State across Eskom’s grid to industrial offtakers elsewhere in the country. Sasol and Air Liquide are named as offtakers under long-term power purchase agreements, according to SOLA Group.
SOLA Group said the Naos-1 financial close brings its portfolio of operating and under-construction projects to more than 1 GW DC, with 600 MW already operational. The company has stated a longer-term target of 2 GW of solar capacity and 5 GWh of storage by 2030.
The project sits outside South Africa’s state-led Battery Energy Storage IPP Procurement Programme, which had procured 1,744 MW and 6,976 MWh of storage across three bid windows as of [date needed — confirm with SOLA/programme source]. Naos-1’s private wheeling structure reflects a growing corporate PPA route running parallel to government storage procurement in the country.",https://www.ess-news.com/2026/06/30/envision-to-supply-660-mwh-bess-for-south-africas-naos-1/,ESS News,储能,储能项目/应用,2026-06-30T16:31:38+00:00,,
Iberdrola expands with US battery project - Energy Storage,2026-06-30,"Iberdrola has commissioned a 243 MW solar plant in Italy and has also started building a 41 MW/82 MWh battery energy storage system (BESS) in the United States.
Iberdrola is building the Shutler BESS in Gilliam County, Oregon. The project, which is being developed by Iberdrola subsidiary Avangrid, will have 41 MW of power and 82 MWh of storage capacity.
Avangrid has about 3 GW of generation capacity in the northwestern United States. The Shutler battery system is scheduled to enter operation in 2027.
Separately, the Spanish utility said its Fénix solar plant in Sicily is now operational. A significant share of the plant’s output has been contracted under long-term power purchase agreements (PPAs) with Italian companies. The project also received financing from the European Investment Bank.",https://www.ess-news.com/2026/06/30/iberdrola-expands-with-us-battery-project/,ESS News,储能,储能项目/应用,2026-06-30T16:31:32+00:00,,
Toyota Tsusho wins EPC deal for Benin solar battery project - Energy Storage,2026-06-30,"Japanese trading house Toyota Tsusho said it has won contract works to install a 50 MW/160 MWh battery energy storage system (BESS) serving three solar plants in Benin’s Pobè region.
The battery project will serve the TTC, Deffisol, and Forsun solar plants, each rated at 25 MW for a combined 75 MW, according to Toyota Tsusho.
The company identified its EPC partner for the battery works as “Eiffage RMT,” described in the release as a German engineering firm; the romanized name has not been independently verified and may refer to an Eiffage subsidiary or affiliate. Total project cost is put at €48.6 million ($55.4 million), with completion targeted 15 months after contract effectuation, or around September 2027.
Toyota Tsusho’s
earlier Pobè contract
, awarded in 2023 for a 25 MW solar plant with the same engineering, procurement and construction (EPC) partner, reached commercial operation in March 2026.
Toyota Tsusho said Benin’s electrification rate remains in the 40% range, with the country relying on power imports and thermal generation to cover demand. The company said the battery system is intended to absorb solar output variability and improve grid-wide stability across the three-plant Pobè cluster.
Benin had targeted 150 MW of installed solar capacity by 2026, according to a 2023 Toyota Tsusho announcement on the original Pobè plant. The addition of battery storage to the existing 75 MW Pobè cluster reflects a broader pattern across West African solar markets, where storage is increasingly bundled with new capacity rather than retrofitted later.",https://www.ess-news.com/2026/06/30/toyota-tsusho-wins-epc-deal-for-benin-solar-battery-project/,ESS News,储能,储能项目/应用,2026-06-30T16:31:40+00:00,,
"Another day, another illegal billion-dollar bribe to raise your electricity prices",2026-06-30,"| Jun 30 2026 - 8:50 am PT
The Interior Department has made another illegal agreement with a gas company to drop development of cheap and clean offshore wind and instead focus on dirty, expensive gas, giving that company the better part of a billion dollars worth of taxpayer money while starving Americans of much-needed electricity.
Original post 6/17, Updated 6/30:
Interior announced another deal on Monday, this one with Duke Energy to cancel a project in Carolina Long Bay.
one of the cheaper forms of energy
we have available to us, and also has the benefit of not causing pollution. Pollution from fossil fuels harms human health, causing
millions of deaths
childhood asthma cases
trillions of dollars per year globally
It’s also an important resource at a time when American electricity demand is increasing, leading to higher energy bills as the
proliferation of data centers squeezes energy availability
However, the Department of the Interior, the government agency responsible for usage of public lands including oceans, is currently occupied by Doug Burgum, a fossil fuel advocate who has received
hundreds of thousands of dollars in bribes
As such, Burgum has done all he can to stop cheap and clean energy projects and to try to benefit dirty and expensive fossil fuels, to the detriment of Americans’ lungs and electricity bills.
Interior has
cut off 400k homes worth of power just before Christmas
pause new power generation projects
halt existing constructions
, and tried to
make permitting harder
fast-tracking expensive, dirty projects with “concierge” service
). His party suggested
drastic new fees on wind farms
, far in excess of the inspection fees on dirty oil projects.
But many of those efforts have been
swiftly reversed
This hasn’t stopped Burgum from coming up with other illegal ideas to starve Americans of
the energy they need
The latest trend has involved a pattern of bribes given to oil companies from public coffers to convince them to stop development of offshore wind and instead refocus on gas projects.
It started with a
nearly-$1B bribe
Interior made up a fake national security reason for this agreement, even though it is clear that domestic sources of power are far more secure than the kind that
start intractable global conflicts
. Courts have previously ruled that there are no national security concerns around wind power and Dept. of Defense had signed off on these projects.
But it didn’t stop there. Interior has continued with similar near-billion-dollar bribes, with an
$885 million deal in April
, and another near-billion-dollar deal today, June 17.
This agreement is with Invenergy, which had 4 leases, one off the coast in New York and New Jersey, one in California, and two in Maine, that cost them a total of $756 million. Each of those will be canceled and bought back in full.
In exchange, Invenergy will “deploy capital into additional domestic natural gas-fired projects in a multitude of states.” Gas-powered electricity plants create pollution, and therefore impose higher costs on ratepayers than clean offshore wind.
However, in a difference with the other deals, the Invenergy deal will include some geothermal projects in the Western US, which is a renewable and zero-carbon energy source. So that’s something.
Invenergy says that “the approach will bring more megawatts to the grid and advance projects that can move forward today,” which is likely true solely due to the regulatory red tape that Interior has worked to put up around energy projects, making them more difficult to build at a time when they are needed most (Invenergy itself says “over the next ten years, United States electricity demand is expected to grow 20-40%, a rate not seen in more than 20 years”).
Interior announced another illegal deal on Monday, June 29, bribing Duke Energy with $129 million of taxpayer funds to cancel a project in Carolina Long Bay, the same area as the
first of these illegal deals
. The area was originally leased in 2022.
The project was expected to generate 1.6GW, enough to power 375,000 homes. Now it will be cancelled, starving the region of that electricity and harming energy security. Duke says it will refocus that money on new generation capacity that may include fossil fuels, helping republicans’ goal of making Americans’ lives more expensive and less safe.
Interestingly, at almost exactly the same time this deal was announced, Duke Energy also put out a warning to customers in the Carolinas that they should set their thermostat a few degrees higher due to a heat wave that would put increased strain on the grid.
That heat is made more severe as a result of the climate change caused by fossil fuel projects like the one that Duke has decided to refocus on, and the strain on the grid has been made greater by stopping mid-project on safe, reliable and cheap energy that could have relieved that strain, as republicans seek to starve Americans of the energy the country needs to flourish.
The total, among the three deals so far this year, is $2.578 billion of taxpayer funds being illegally paid out to shift companies from wind to oil and gas projects.
These agreements illegally use the Judgment Fund, a US government fund set aside to pay settlements against the government, for their payouts. Interior says that these funds are being given to these companies
in anticipation of
a possible lawsuit by the energy companies, but no lawsuit was filed and there are emails showing that Interior
made the decision for the bribe before it had invented its fake justification for it
They also violate the Outer Continental Shelf Lands Act, which was passed to “enhance the energy security of the US” and which limits the government’s ability to cancel such leases.
A coalition of states recently
sued over the TotalEnergies deal
, and we expect lawsuits for the following deals to come. California has already announced its
intent to sue
over the illegal project termination.
And, given the legal history of the group in question, it seems unlikely that most of these deals will pass legal muster. We’d expect courts not to rule kindly on these actions, but in the meantime, Americans will be starved of the electricity they need today due to intentional actions by enemies of this country like Burgum.
Charge your electric vehicle at home using rooftop solar panels. Find a reliable and competitively priced solar installer near you on
, for free. They have pre-vetted installers competing for your business, ensuring high-quality solutions and 20-30% savings. It’s free, with no sales calls until you choose an installer. Compare personalized solar quotes online and receive guidance from unbiased Energy Advisers. Get started
Subscribe to Electrek on YouTube for exclusive videos
and subscribe to the
Jameson has been driving electric cars since 2009, and covering EVs, sustainability and policy for Electrek since 2016.
Use our Aptera Referral Code for $30 off a reservation for the upcoming Aptera solar electric vehicle.
Find a reliable home solar/battery installer and save 20-30% compared to going it alone.",https://electrek.co/2026/06/30/another-day-another-illegal-billion-dollar-bribe-to-raise-your-electricity-prices/,Electrek,电池,EV,2026-06-30T16:24:16+00:00,,
"Beachman unveils new Aviator electric bike lineup, with upcoming 125cc-equivalent model",2026-06-30,"| Jun 30 2026 - 7:15 am PT
Canadian electric two-wheeler maker
has taken the wraps off its latest model, the Aviator, expanding its lineup with a platform that spans everything from a Class 2 e-bike to a highway-capable electric motorcycle.
The company, which recently became Canada’s first newly licensed motorcycle manufacturer in more than a decade, says the Aviator is built on an all-new frame and will be offered in three configurations.
The entry-level version is listed as a Class 2 e-bike (note the fold-up pedals) starting at $5,499, capable of 20 mph (32 km/h) on public roads or up to 35 mph (56 km/h) for off-road use where permitted.
Buyers can choose between removable 2.8 kWh or 4.3 kWh batteries, offering claimed ranges of over 55 miles (89 km) and 80 miles (129 km), respectively.
Just double check your local regulations regarding e-bike legality, as different states are going hog wild with their own unique laws these days,
sometimes clamping down even more tightly
than the widely-accepted three-class system commonly used in most of the US.
Stepping up to the Light Motorcycle version adds a 45 mph (72 km/h) top speed and motorcycle registration requirements, while retaining the same battery options and classic styling. That model starts at $5,999.
Perhaps the most interesting addition, however, is still a few months away. Beachman says a premium 125cc-equivalent electric motorcycle will arrive later this fall, featuring an 8.2 kWh fixed battery, an 8 kW motor, a claimed top speed of around 60 mph (96 km/h), and more than 125 miles (200 km) of estimated range.
Those specs would make it suitable not just for urban riding but also for short local highway trips.
Visually, the Aviator continues Beachman’s signature vintage café racer aesthetic, though underneath it’s packed with modern touches like removable batteries, USB-C charging, remote start and stop, an integrated motion alarm, and lockable storage hidden inside what would traditionally be the fuel tank. That storage compartment offers roughly two gallons of space—something few motorcycles can claim.
Beachman says every Aviator is built to order and can be customized with different paint colors, leather seats, tank wraps, and accessories.
I appreciate how Beachman isn’t trying to build futuristic-looking electric motorcycles. Instead, the company has leaned hard into classic styling while quietly integrating the practical benefits of electric drivetrains.
The upcoming 125cc-equivalent model is the one that has my attention.
We’ve talked before
about how this class of electric motorcycle could be a sweet spot for attracting new riders by offering enough speed for real-world transportation without jumping straight into larger, more intimidating motorcycles. If Beachman can deliver on those range and performance claims while maintaining its distinctive retro styling, it could become an interesting option in that growing segment.
Subscribe to Electrek on YouTube for exclusive videos
and subscribe to the
Micah Toll is a personal electric vehicle enthusiast, battery nerd, and author of the Amazon #1 bestselling books
DIY Lithium Batteries
DIY Solar Power,
The Ultimate DIY Ebike Guide
The Electric Bike Manifesto
The e-bikes that make up Micah’s current daily drivers are the
$999 Lectric XP 2.0
$1,095 Ride1Up Roadster V2
$1,199 Rad Power Bikes RadMission
$3,299 Priority Current
. But it’s a pretty evolving list these days.
Best $999 electric bike ever!
Great e-bikes at great prices!",https://electrek.co/2026/06/30/beachman-unveils-new-aviator-electric-bike-lineup-with-upcoming-125cc-equivalent-model/,Electrek,电池,EV,2026-06-30T16:24:21+00:00,,
"Jeep scraps two EVs in Europe, but three new SUVs are on the way",2026-06-30,"Peter Johnson
| Jun 30 2026 - 7:27 am PT
Jeep will not launch the Recon and Wagoneer S in Europe or the UK as planned. Instead,
confirmed three new SUVs are on the way, including a new flagship SUV that will use Chinese tech.
The Recon EV, Jeep’s Wrangler-like electric SUV,
went on sale in the US
and Canada last week. Jeep said it would initially launch in North America, followed by Europe, the UK, and other global markets throughout 2026.
That will no longer be the case. A company spokesperson told
that Jeep is no longer planning to bring the Recon EV and Wagoneer S to the UK or Europe.
In a statement, the spokesperson explained that “Tough market conditions and the cost of right-hand drive development would have made these cars untenable, especially considering the small sales projections.
While the Recon and Wagoneer S have been shelved, Jeep plans to launch three new SUVs, including a larger flagship model to be built in China.
The new SUV will be produced in China through a joint venture with Dongfeng using the Chinese automaker’s platform and technology to sell overseas.
Jeep’s European boss, Fabio Catone, told
that the D-segment SUV was like “an iPhone model, in which the technical features of the design are fully lined with the identity of the brand but we leverage on the industrial footprint.”
The new range-topping SUV will be “fully designed by Jeep,” Catone promised, but will be built in China and exported to overseas markets, including Europe.
Based on Dongfeng’s platform, Jeep’s flagship electric SUV will be available with hybrid and pure electric powertrains. It may also be offered as a range-extended electric vehicle (REEV).
The other two models will be smaller B-segment SUVS. Catone described one as being “compact,” while the other is “large” and closer to a C-segment SUV to sit below the Compass. The compact model, on the other hand, is “wider, much more SUV-style” than the current Avenger.
Both SUVs will be underpinned by the new STLA One global platform that Stellantis introduced last month.
The platform is a flexible, modular vehicle architecture that supports various powertrains and vehicle sizes, so pure electric, hybrid, and PHEV variants are likely.
It’s also Stellantis’ first platform to integrate STLA Brain, STLA SmartCockpit, and steer-by-wire technology, enabling more personalized features that roll out much faster.
Subscribe to Electrek on YouTube for exclusive videos
and subscribe to the
Peter Johnson is covering the auto industry’s step-by-step transformation to electric vehicles. He is an experienced investor, financial writer, and EV enthusiast. His enthusiasm for electric vehicles, primarily Tesla, is a significant reason he pursued a career in investments. If he isn’t telling you about his latest 10K findings, you can find him enjoying the outdoors or exercising",https://electrek.co/2026/06/30/jeep-scraps-two-evs-europe-three-new-suvs/,Electrek,电池,EV,2026-06-30T16:24:19+00:00,,
Tesla begins ‘engineering tests’ of first production Cybercab in Austin,2026-06-30,"Fred Lambert
| Jun 30 2026 - 7:56 am PT
Tesla says it has started engineering tests of its first production Cybercab on public roads in Austin, marking the first time a customer-spec unit of the purpose-built robotaxi has been validated outside the factory.
But a video shared by the company shows the two-seater driving with a supervisor sitting in the front passenger seat — a reminder that the car still isn’t operating on its own in Tesla’s paid service.
In a post on X early Monday, Tesla announced that “engineering tests of the first production Cybercab have begun in Austin.” The clip shows the vehicle navigating city streets with no one in the driver’s position — which is unavoidable, since the Cybercab is built without a steering wheel or pedals — while a person rides in the passenger seat.
Engineering tests of the first production Cybercab have begun in Austin
That framing matters. These are “engineering tests,” not driverless customer rides, and a human is still aboard the vehicle during the runs. Tesla describes the person in the front seat as a “safety monitor.”
It’s a meaningful step nonetheless. Tesla
rolled its first steering-wheel-less Cybercab off the line at Gigafactory Texas on February 17
confirmed the start of production during its Q1 earnings call in April
. Putting a production-line unit through public-road validation is the next box to check before the car can carry paying passengers.
Here’s the catch: Tesla’s actual Robotaxi service in Austin has never used the Cybercab. Since launching the public service, Tesla has been running the rides on Model Y SUVs retrofitted with its Full Self-Driving software.
Tesla began the Austin service in June 2025 with an employee in the passenger seat, moved those safety monitors to the driver’s seat in September, and
started removing in-car monitors for a portion of rides in January
. Even then, reports showed Tesla’s “unsupervised” vehicles being trailed by chase cars with safety monitors inside — the monitor moved to a different vehicle rather than being eliminated.
Today, Tesla only has a handful of vehicles operating without supervisors in Texas.
The Cybercab entering engineering tests is the beginning of a separate, longer process: validating the dedicated hardware platform, not flipping a switch on an existing fleet.
The car itself is no longer a mystery. Tesla’s
EPA filing revealed the Cybercab weighs 3,113 lbs with 219 HP and a 48 kWh battery
, and at 165 Wh/mi it ranks as the most efficient EV Tesla has ever built. Musk has pitched a sub-$30,000 price, though he has narrowed that to roughly $25,000 on earnings calls.
While Tesla tests a production Cybercab with a passenger riding shotgun, Waymo is already operating a fully driverless commercial service at scale.
Waymo is now delivering roughly 500,000 paid driverless rides per week across the US — double its volume from less than a year ago — and is targeting one million weekly rides by the end of 2026. Those vehicles operate with no one in the car at all, backed by remote assistance rather than in-car or trailing human supervisors.
That’s the gap Tesla is trying to close, and the Cybercab is its long-term answer: a vehicle designed from the ground up with no manual controls and a target cost low enough to undercut ride-hailing economics.
This is real progress, and it’s worth saying so plainly: getting a production-intent, controls-free vehicle onto public roads for validation is hard, and Tesla is doing it.
But we should be precise about what this is and isn’t. “Engineering tests” with a human in the passenger seat is not a driverless robotaxi,. The path from “first production unit on public roads” to “fare-collecting driverless Cybercab” runs through a lot of validation miles, regulatory sign-off, and a software stack that still relies on remote and trailing human support today.
The strategic logic is sound — a $25,000–$30,000 vehicle with no steering wheel changes the unit economics of autonomy if Tesla can actually deliver unsupervised driving. The open question is the same one it’s been for two years: not whether Tesla can build the car, but whether the FSD software is ready to run it without a person inside at scale. Considering the Cybercab uses the same system in the Model Ys operating in the Robotaxi network in Texas, there’s nothing particularly exciting about the progress there.
If you’re a Tesla owner or thinking about going electric, powering your EV with home solar is one of the smartest ways to lock in low fuel costs for the long haul. With electricity rates climbing nearly 10% last year, home solar protects you against future rate increases. And with lease and PPA options, you can go solar with zero upfront cost and start saving immediately. If you want to find the best deal, check out
. It’s a free service with hundreds of pre-vetted installers competing for your business, so you save 20 to 30% compared to going it alone. No sales calls until you pick an installer.
Get your free quotes here
Subscribe to Electrek on YouTube for exclusive videos
and subscribe to the
Fred is the Editor in Chief and Main Writer at Electrek.
Through Zalkon.com, you can check out Fred’s portfolio and get monthly green stock investment ideas.
Get an edge on MMA with the best stats
EnergySage helps you get the best price possible on a home solar installation for free and without hassel.",https://electrek.co/2026/06/30/tesla-cybercab-engineering-tests-austin/,Electrek,电池,EV,2026-06-30T16:24:18+00:00,,
"Next Hydrogen, FFC deepen fusion collaboration | Hydrogen Tech World.com",2026-06-30,Construction begins on hydrogen-based ironmaking plant in Linz,https://hydrogentechworld.com/next-hydrogen-ffc-deepen-fusion-collaboration,Hydrogen Tech World,氢能,技术/产业新闻,2026-06-30T16:32:01+00:00,,
SAFE compression technology supports Sicily hydrogen project,2026-06-30,Siltrax launches groundbreaking silicon-based fuel cell technology,https://hydrogentechworld.com/safe-compression-technology-supports-sicily-hydrogen-project,Hydrogen Tech World,氢能,技术/产业新闻,2026-06-30T16:31:59+00:00,,
2026 电影票房突破 173.54 亿，总场次 7329.6 万创中国影史上半年最高纪录,2026-06-30,"6 月 30 日消息，据灯塔专业版，截至 6 月 30 日 21 时，
2026 上半年票房突破 173.54 亿
，《飞驰人生 3》成为 2026 上半年票房冠军。
2026 上半年还创造了中国影史上半年场次最高纪录：
总人次 4.21 亿、总场次 7329.6 万
。另外，《给阿嬷的情书》《镖人：风起大漠》《惊蛰无声》《熊出没 · 年年有熊》分列票房榜第二至第五位。2026 上半年票房 TOP10 如下：
《飞驰人生 3》：44.20 亿
《给阿嬷的情书》：19.28 亿
《镖人：风起大漠》：14.48 亿
《惊蛰无声》：13.65 亿
《熊出没 · 年年有熊》：10.67 亿
《疯狂动物城 2》：5.73 亿
《消失的人》：5.68 亿
《阿凡达 3》：4.27 亿
《寒战 1994》：2.96 亿
，享受折扣价的同时还可以获得返利，预计每张票可以节省 5~15 元！",https://www.ithome.com/0/970/773.htm,IT之家,综合媒体,科技新闻,2026-06-30T16:44:54+00:00,,
Epic CEO 斯威尼称V社错失《堡垒之夜》《英雄联盟》《原神》等游戏，少赚了几十亿美元,2026-06-30,"6 月 30 日消息，据科技媒体 Wccftech 今天报道，Epic Games 首席执行官蒂姆 · 斯威尼日前表示，V社（Valve）的 Steam 平台因未能引入《堡垒之夜》《英雄联盟》《原神》等大型在线游戏，错失了数十亿美元的市场机会。
斯威尼在近日举行的 Unreal Fest 大会上提出“开放阵营”（IT之家注：Team Open）概念。他在发布会后进一步解释称，自己非常乐意看到V社和 Steam 加入这个开放、互联的游戏生态。
当记者问起：“Valve 如今拥有强势地位，为什么还要加入你们阵营？”时，斯威尼回答称：“Valve 错失了大量机会，包括《堡垒之夜》、拳头游戏旗下作品和《原神》等众多热门游戏”。
他说道：“拭目以待吧。Steam 的 PC 业务确实很好，但它究竟覆盖了多少 PC 玩家？
它根本触达不到《堡垒之夜》玩家
且 Steam 也没有《英雄联盟》等拳头游戏
也没有《原神》等业内热门作品
。如果它们能像 Epic、微软那样选择开放，本可以赢得更多机会”。
斯威尼继续解释称：“微软只收 12% 抽成，非常有竞争力。如今谷歌 Play 商店也给开发者提供了更好的抽成方案，因此我认为开放阵营确实存在机会。
Steam 本身已经是一项非常成功的业务
不过，V社是否会采纳这一建议仍有待商榷。该公司近期的战略较为稳健，并试图通过 Steam Controller、Steam Machine 等产品再度进军客厅游戏市场。",https://www.ithome.com/0/970/786.htm,IT之家,综合媒体,科技新闻,2026-06-30T16:44:42+00:00,,
伦敦大学学院新研究：学校“一刀切”禁带智能手机可能适得其反,2026-06-30,"6 月 30 日消息，据外媒 Phys 今天报道，伦敦大学学院（UCL）新研究指出，学校全面禁止学生携带智能手机不仅可能收效甚微，还可能削弱学生对老师的信任，也无法真正解决网络霸凌、社交媒体成瘾等根本问题。
据报道，该研究由 UCL 与教育机构 Life Lessons Education 共同完成，采用问卷调查、小组访谈和艺术表达等方法，收集 732 名中学生、27 名教育工作者和 41 名家长意见，分析各大学校智能手机管理政策的利弊。
调查结果显示，不同人群对智能手机禁令的看法存在明显分歧。87% 教师、88% 的家长赞同学校禁带手机，然而 75% 的学生反对这种禁令。不少学生认为，这类政策并非帮助，更像是一种惩罚。
受访学生表示，智能手机早已深度融入他们的生活，他们平时需要用手机查看公交时刻表、天气预报，以及查找作业和学习应用。此外，手机还能够帮助他们随时联系家人和朋友，获得支持。
能手机能够让她们更有安全感
UCL 教育学院教授 Jessica Ringrose 对此表示：“我们采访的学生普遍认为，
这类禁令只会削弱小孩与成年人之间的信任
因为成年人并不了解手机在他们生活中扮演了多么重要的角色
UCL 教育学院博士生 Edith Rodda 则表示：“那些没有充分考虑学生意见、仓促出台的校园手机政策，即使初衷良好，也可能成为一种惩罚学生的手段，最终并不能达成好的结果”。
性骚扰等问题并不会因为不能带手机而消失
。相反，这些问题只会变得更加地下化，由于学校不能带手机，学生反而不愿意向老师报告网络上的伤害事件。并且，学校也没法管学生能不能在家里玩手机。
不少学生认为，全面禁止手机进校让他们失去了学习自我管理能力、负责任使用科技产品的机会。如果学校仓促推出政策而忽视学生的声音，
将不利于学生理解数字世界的伦理
因此，UCL 建议学校转变政策，从“全面禁带手机”转为“引导学生正确使用手机”，重点教授学生如何正确看到社交媒体、社交行为和新兴技术，而不是只管手机这种硬件设备。",https://www.ithome.com/0/970/784.htm,IT之家,综合媒体,科技新闻,2026-06-30T16:44:45+00:00,,
华为官宣全球首个商用多模态文旅大模型规模化应用,2026-06-30,"Autumn_Dream
6 月 30 日消息，华为中国宣布，2026 年 6 月 29 日，全球首个商用多模态文旅大模型 ——“博观文旅大模型”在西安规模应用。截至今年 3 月，
“博观”支撑开发的 AI 伴游智能体已覆盖超 400 万用户
。其打造的非遗数字 IP，衍生产品销售超 200 万。
IT之家查询获悉，陕文投与华为等于 2025 年 9 月联合开发的“博观文旅大模型”是全球首个商用的多模态文旅大模型。它依托高质量数据集与昇腾算力底座，还成为了中国首个以文化保护和传承为核心目标的行业大模型。
该数据集的资料总量突破 1.2PB
，包含 3100 万张的文旅图片、440 万分钟的文博影像、218 万分钟的音频资源、510 个三维模型，以及 9.6 亿条结构化文本。“博观”支持高精度多模态的历史严肃性内容输出，
可精准生成博物馆级的文物内容
，实现高质量文物活化、工艺数字化留存、非遗数字 IP 开发等。
另外，在热门景区“大唐不夜城”，
中国电信陕西公司还与华为基于三载波聚合部署 5G-A 网络
，上下行峰值速率分别可达 600Mbps 与 3.5Gbps，是普通 5G 的近 10 倍。今年五一假期期间，
大唐不夜城区域的 5G-A 网络支持约 2.3 万用户同时接入",https://www.ithome.com/0/970/785.htm,IT之家,综合媒体,科技新闻,2026-06-30T16:44:44+00:00,,
单芯片混合精度浮点算力达 896TFLOPS，中昊芯英新一代 TPU 芯片「须臾」发布,2026-06-30,"6 月 30 日消息，中昊芯英今天宣布推出新一代全自研高性能 TPU AI 专用芯片「须臾」，软硬件一体化智算底座「泰则 2.0」也在今天同步亮相。
须臾的单芯片混合精度浮点算力可达 896 TFLOPS
，性能是上一代芯片「刹那」的 3 倍；8-bit 推理算力可达 1792TOPS，适配海量词元高并发推理场景。须臾的显存、芯片内部互联速率均有大幅提升，支持超长上下文。单卡额定功耗 600W，相比传统算力芯片功耗降低 50%，助力低碳数据中心建设。
同时，须臾的芯片 IP 核、专属指令集、底层算子加速库、整机系统软件均是完整自主研发，无海外核心技术依赖。满足政务、金融、电网等行业的安全合规要求。
而「泰则 2.0」则是高性能智算平台中标准的最小计算单元，它搭载两路高性能 CPU 处理器与 8 片高性能 TPU 处理单元，从物理形态上形成 1 台通用的 CPU 服务器外接 1 台高性能 TPU 算力加速设备，算力达 7.168P（IT之家注：混合精度），同等任务下整机能耗仅为传统 GPU 服务器的 80%。
此外，该平台从软件层面实现了全主流 AI 框架兼容，
原生支持 PyTorch、vLLM、SGLang 等开发工具
，训练场景适配 DeepSpeed、Megatron-LM 分布式套件；已完成 Qwen 全系列、DeepSeek、GLM、MiniMAX 等数十款大语言、多模态模型深度适配，开发者可快速完成模型迁移。",https://www.ithome.com/0/970/774.htm,IT之家,综合媒体,科技新闻,2026-06-30T16:44:52+00:00,,
号称“德国制造”：Punkt. MC03 手机发售，天玑 7300 芯片、AphyOS 系统主打隐私,2026-06-30,"6 月 30 日消息，Punkt. MC03 手机现已在海外发售，该机号称“德国制造”，搭载来自瑞士、基于石墨烯 OS（GrapheneOS）的 AphyOS 操作系统，
定价 745 欧元（现汇率约合 5783 元人民币）
据介绍，这款手机最初公布于今年 1 月，厂商曾在宣发时表示，用户要在使用一年后为该机支付 10 欧元（IT之家注：现汇率约合 77.6 元人民币）/月的订阅费用。如果没有有效的订阅服务，手机的基本功能会被禁用。
不过如今，Punkt.取消了此前宣传的强制订阅制度。用户拿到手机一年后，机内的所有功能仍可正常使用，
此前宣传的订阅服务也不见踪影
用户可永久使用手机的各项服务
外观方面，Punkt. MC03 与普通的直板手机没有什么不同，拥有方形后置镜头模组、居中挖孔屏，机身厚度 11mm，重 240g。
这款手机搭载联发科天玑 7300 芯片
，提供 8GB 内存、256GB 存储空间，支持 microSD 扩展。配备 6.67 英寸 OLED 屏幕，分辨率为 2436*1080，支持 120Hz 高刷、最高亮度 550 尼特，支持屏下指纹识别。
同时，该机配备 6400 万像素主摄、800 万像素超广角，以及 200 万像素微距镜头，前摄则是 3200 万像素。内置 5200mAh 电池，支持 30W 有线快充、15W 无线充电，
通过 IP68 防尘防水认证
这款手机搭载基于石墨烯 OS（GrapheneOS）的 AphyOS 系统
，采用简洁 UI 设计，具备“隐私气泡”功能，所有第三方应用都可运行在独立隔离环境中，帮助用户保护隐私。官方承诺提供 3 年功能更新、5 年安全补丁更新。
此外，这款手机号称是“德国制造”，但理论上只是在德国组装。从参数表不难看出，其大部分零件都是来自亚洲供应链。",https://www.ithome.com/0/970/764.htm,IT之家,综合媒体,科技新闻,2026-06-30T16:45:00+00:00,,
比亚迪海豹 08 官宣 2 种动力纯电插混标配闪充，新车 7 月 2 日上市,2026-06-30,"6 月 30 日消息，比亚迪海豹 08 海洋网旗舰轿车
已官宣将在 7 月 2 日正式上市
据比亚迪汽车海洋网销售事业部总经理张卓今日预热，海豹 08 的 2 种动力 ——
这款海洋网旗舰轿车将提供曜石黑、海雾紫、琉光银、阿卡珊瑚红、云雾白等车身配色，以及云霜米、曦光米、烟霞棕、凝夜紫等内饰配色。新车配备前排双零重力座椅，全车座椅通风 / 加热 / 按摩，迎宾光毯、四门电吸、全车双层静音玻璃，并提供 8 处磁吸拓展点及车规级纸巾盒。
IT之家注意到，海豹 08 集后轮转向、第二代刀片电池等技术于一身，尺寸为 5150×1999×1505mm、轴距 3030mm；纯电版车型基于 800V 高压平台打造，插混版车型则搭载 DM-i 插混系统，发动机最大功率 115 千瓦。",https://www.ithome.com/0/970/776.htm,IT之家,综合媒体,科技新闻,2026-06-30T16:44:50+00:00,,
