title,published_at,content,url,source_name,domain,sub_domain,crawled_at,category,category_method
宇泽新能源18.33GW项目暂缓建设-索比光伏网,2026-07-20,"7月16日，云南省昆明市发改委发布《昆明市发展和改革委员会关于昆明市第十五届人大七次会议第157173号建议答复的函》。针对杨丽、张顺奎、聂洁等3名代表提出的《关于统筹解决东川区光伏产能调整的建议》给出答复。
答复指出，根据《云南省光伏产业发展三年行动（2022-2024年）》明确的产业布局，曲靖为光伏产业核心区，保山、楚雄、丽江、昭通为重点地区，带动大理、德宏、昆明、红河等具备发展潜力及配套能力的地区协同发展。昆明市未列入光伏产业发展的核心区和重点地区。
经积极向上请示汇报，宇泽新能源年产20GW单晶硅拉棒生产线项目原则应认定为在建项目，应纳入产能压减范围。2025年12月，按照国家、省关于光伏产能调控有关工作要求及全市摸排情况，根据各有关县区报送产能调控方案形成《昆明市光伏产能调控方案》（以下简称方案），征求县区人民政府、市级有关部门意见后报送省发展改革委并按省发展改革委意见修改完善报经国家发展改革委认可。
在方案报送过程中，市发展改革委围绕宇泽新能源年产20GW单晶硅拉棒生产线项目前期政府投入情况、产能出清困难等方面向省发展改革委进行反复沟通对接，并多次积极争取将1.67GW认定为已建成产能。省发展改革委向国家对接后反馈：一是认定宇泽新能源年产20GW单晶硅拉棒生产线项目已经建成1.67GW产能。二是项目剩余未建18.33GW暂缓建设，需在省内按1：3比例寻找合规存量产能出清后方可继续建设，存量产能出清的时限暂无明确。
目前宇泽未建产能的处置方式明确初步明确为暂缓建设，针对存量产能出清问题，仍需项目单位自主对接省内有关企业，寻找到产能出清来源。
针对“积极争取跨省产能出清，通过淘汰省外落后产能来保持先进产能”方面的建议，昆明市发改委指出，前期，国务院办公厅转发国家发展改革委、工业和信息化部《光伏产业提质升级行动方案》，要求加强光伏产业宏观调控，暂停新建光伏产业项目，后续根据市场供需情况适时调整，省级人民政府统筹在建和存量产能制定压减方案。在地方备案光伏产业项目前，由国家发展改革委会同工业和信息化部根据市场供需情况、产业布局、企业实力、技术水平、地方补贴等提出窗口指导意见。
经与省发展改革委对接，目前国家尚未出台有关政策支持开展跨省产能出清工作，但鼓励项目业主单位与省外企业加强联系，梳理跨省产能置换相关材料，寻找能够出清的存量产能，如下一步国家出台后续政策中不再对产能出清进行地域限制，可及时完成产能出清。
昆明市发展和改革委员会关于昆明市十五届人大七次会议第157173号建议答复的函
杨丽、张顺奎、聂洁等3名代表：
您提出的《关于统筹解决东川区光伏产能调整的建议》收悉，现答复如下：
近年来，光伏产业在政策利好与市场预期驱动下，光伏产能快速扩张，部分县区在招商引资过程中，对昆明市作为全省协同推动光伏产业发展地区的定位认识不够清晰，结合自身资源优势、产业基础开展光伏产业布局、市场预测的研判不够深入，部分光伏产业项目在市场供需矛盾日益突出的大背景下仍然落地建设。比如：自2011年以来，全国光伏产能因国际市场贸易壁垒、光伏发电政策调整等因素影响，已不同程度出现产能过剩问题。目前全市4个在建光伏产业项目均为2023年后招引项目，其中，宇泽新能源（昆明）有限公司年产20GW单晶硅拉棒项目于2023年2月备案；云南旭合新能源技术有限公司5GW高效光伏组件5GW电池及4GWh储能电池一期项目于2023年5月备案。
经认真研究并结合本单位工作实际，具体回复如下：
（一）针对您提出的“积极省发展改革委报告，在全省的产能出清中优先调剂安排东川区的产能”方面的建议
根据《云南省光伏产业发展三年行动（2022-2024年）》明确的产业布局，曲靖为光伏产业核心区，保山、楚雄、丽江、昭通为重点地区，带动大理、德宏、昆明、红河等具备发展潜力及配套能力的地区协同发展。昆明市未列入光伏产业发展的核心区和重点地区。
经积极向上请示汇报，宇泽新能源年产20GW单晶硅拉棒生产线项目原则应认定为在建项目，应纳入产能压减范围。2025年12月，按照国家、省关于光伏产能调控有关工作要求及全市摸排情况，根据各有关县区报送产能调控方案形成《昆明市光伏产能调控方案》（以下简称方案），征求县区人民政府、市级有关部门意见后报送省发展改革委并按省发展改革委意见修改完善报经国家发展改革委认可。
在方案报送过程中，市发展改革委围绕宇泽新能源年产20GW单晶硅拉棒生产线项目前期政府投入情况、产能出清困难等方面向省发展改革委进行反复沟通对接，并多次积极争取将1.67GW认定为已建成产能。省发展改革委向国家对接后反馈：一是认定宇泽新能源年产20GW单晶硅拉棒生产线项目已经建成1.67GW产能。二是项目剩余未建18.33GW暂缓建设，需在省内按1：3比例寻找合规存量产能出清后方可继续建设，存量产能出清的时限暂无明确。
目前宇泽未建产能的处置方式明确初步明确为暂缓建设，针对存量产能出清问题，仍需项目单位自主对接省内有关企业，寻找到产能出清来源。
（二）“积极争取跨省产能出清，通过淘汰省外落后产能来保持先进产能”方面的建议
前期，国务院办公厅转发国家发展改革委、工业和信息化部《光伏产业提质升级行动方案》，要求加强光伏产业宏观调控，暂停新建光伏产业项目，后续根据市场供需情况适时调整，省级人民政府统筹在建和存量产能制定压减方案。在地方备案光伏产业项目前，由国家发展改革委会同工业和信息化部根据市场供需情况、产业布局、企业实力、技术水平、地方补贴等提出窗口指导意见。
经与省发展改革委对接，目前国家尚未出台有关政策支持开展跨省产能出清工作，但鼓励项目业主单位与省外企业加强联系，梳理跨省产能置换相关材料，寻找能够出清的存量产能，如下一步国家出台后续政策中不再对产能出清进行地域限制，可及时完成产能出清。
（一）加强产业布局前瞻研究
加强各县区产业规划和布局的高位统筹，牢固树立产业发展“一盘棋”思想，结合自身产业基础，在主动融入服务全市产业发展大局中突出自身优势，强化县域产业经济研究，加强市场风险预判，并充分发挥产业规划的引领作用，围绕产业规划科学招商、精准招商，严格落实重大产业项目落地建设的决策程序，坚决杜绝部分产业领域在发展势头较好时忽视产业发展的客观规律，导致出现盲目跟风、“一拥而上”的问题。
（二）坚决落实产业调控政策
根据国家、省工作部署，加强光伏产业宏观调控，严格落实光伏产能调控相关工作要求，压实各有关县区坚决贯彻落实产业调控政策的主体责任，加强对光伏产能压减工作要求的落实和监督，对不符合产业政策的产能压减出清，并强化与企业的沟通协商，妥善做好有关善后工作准备，有效防范政府投资效益面临风险。
在前期工作基础上，进一步加强与省发展改革委的对接和汇报，顺应N型高效电池全面替代P型电池的技术迭代趋势，推动相对落后的P型电池产能出清用于支持停建的先进产能项目建设，优化资源配置，提高产能利用率。
感谢您对光伏产业工作的关心和支持。
（联系人及电话：林琦海，0871-63135200）",https://news.solarbe.com/202607/20/50026136.html,索比光伏-综合新闻,光伏,光伏综合新闻,2026-07-21T16:28:28+00:00,,
DAERA releases offshore wind compensation plans,2026-07-21,"The Department of Agriculture, Environment and Rural Affairs (DAERA) has
released a document on Environmental Compensatory Measures for Offshore
Wind in Northern Ireland.
The consultation aims to gather feedback on the proposed measures for offshore
wind projects. The document outlines how environmental compensation should
be identified and delivered, focusing on two elements of the Offshore Wind
Environmental Improvement Package: strategic compensatory measures and
a Marine Recovery Fund.
The aim is to introduce a more flexible approach to environmental compensation,
including the use of wider compensatory measures where adverse impacts
on protected sites cannot be avoided.
The consultation is seeking feedback on how clear, proportionate, and workable
the proposals are, which will help inform future guidance.
The consultation on the new measures will officially close on September
For more information about offshore wind
farm projects across the globe,",https://www.tgs4c.com/news/daera-releases-offshore-wind-compensation-plans-nid33082.html,4C Offshore,风能,无,2026-07-22T15:42:38+00:00,,
Energinet Awards Aarsleff Contract for Bornholm Energy Island Facilities,2026-07-21,"Per Aarsleff
has announced that it has been awarded a contract by Energinet to deliver
the onshore connection facilities for the Bornholm Energy Island project.
The facilities
will support future offshore energy developments, with two plants set to
receive and distribute electricity before connecting power to both the
Danish and German grids.
“We are pleased
that we can contribute to strengthening security of supply and supporting
the expansion of Europe's energy infrastructure in close collaboration
with Energinet, where the project's CO2 footprint has also been included
as a competitive parameter,” said Jesper Kristian Jacobsen, CEO of Aarsleff.
Given the scale
of the project, efficient coordination will be vital to its success. Artelia
Denmark A/S is serving as project consultant, Wicotec Kirkebjerg A/S will
provide technical installations, and C.F. Møller Architects is supporting
the design of the buildings and surrounding landscape.
The contract is
valued at DKK 3.7 billion. Once completed, the facilities will cover an
area of 110 hectares. Aarsleff's role  includes the construction of
51,000 square metres of buildings and a 400 kV high-voltage substation.
The design phase
is expected to begin in early August, with the onshore facilities scheduled
to be handed over in 2030.
To access more information on subsea
cables for offshore wind and interconnector projects, as well as transmission
intelligence,",https://www.tgs4c.com/news/energinet-awards-aarsleff-contract-for-bornholm-energy-island-facilities-nid33080.html,4C Offshore,风能,无,2026-07-22T15:42:42+00:00,,
Germany expands offshore wind capacity as industry pushes for policy changes,2026-07-21,"BMO has released a statement on the progress of the German wind industry
in the first half of 2026. It outlines increases in capacity and potential
regulation changes.
Germany has seen strong growth in the first half of this year, resulting
in an installed capacity of 10.8 GW.
An additional 84 turbines, with a combined capacity of 1.077 MW, were connected
to the grid, contributing to Germany’s goal of achieving net zero by 2045.
The second half of 2026 is expected to continue this momentum, with 22
more turbines, representing 323 MW of capacity, currently under construction
and an additional 2.6 GW of capacity in the pipeline following Final Investment
Despite steady progress, many stakeholders are calling for changes to wind
energy legislation, with clearer frameworks and stronger project pipeline
planning needed to reflect current market conditions following the lack
of bids in the August 2025 auction.
Further challenges have emerged, with some projects being delayed due to
increased risk and changing market conditions. As a result, proposed reforms
include a review of the criteria for a buyback option.
These regulatory changes aim to protect developers, manufacturers, suppliers,
and investors, providing greater confidence to invest in and contribute
to future projects.
For more information about offshore wind
farm projects across the globe,",https://www.tgs4c.com/news/germany-expands-offshore-wind-capacity-as-industry-pushes-for-policy-changes-nid33081.html,4C Offshore,风能,无,2026-07-22T15:42:40+00:00,,
The refurbished Flintstone prepares for Dogger Bank operations,2026-07-21,"Following refurbishment, the fall pipe vessel (FPV) Flintstone is now ready
for operations.
The DEME vessel will supply, transport, and install scour protection at
multiple locations on the
Bank Wind Farm
At 154.6 m long and with a loading capacity of 20,000 tonnes, Flintstone
is purpose-built to carry out subsea rock installation in water depths
of up to 2,000 m.
According to the Notice to Mariners, operations will start on July 23,
with the vessel expected to complete its scope of work on August 10.
Mariners have been advised to maintain a distance of 500 m from Flintstone
and pass at a reduced speed to ensure safety. Additionally, the rock installation
vessel will be restricted in its ability to manoeuvre, as defined under
the International Regulations for Preventing Collisions at Sea 1972.
For more intelligence on component trends
for turbines, installation vessels, specifications and supply & demand",https://www.tgs4c.com/news/the-refurbished-flintstone-prepares-for-dogger-bank-operations-nid33084.html,4C Offshore,风能,无,2026-07-22T15:42:33+00:00,,
Will Burnham continue Labour's net zero mission?,2026-07-21,"Following Keir Starmer’s resignation, attention has shifted to the new
Prime Minister Andy Burnham and the energy decisions he may soon face.
One of Labour’s key promises during the last election was to make Britain
a “clean energy superpower” by expanding renewable energy, creating jobs,
and reducing the reliance on imported fossil fuels.
As Burnham enters Downing Street, debate has intensified over the future
of North Sea oil and gas. Upcoming decisions on major projects such as
Rosebank and Jackdaw are expected to test how Labour balances its net-zero
goals with energy security concerns.
Supporters of continued oil and gas development argue that domestic production
remains vital for the UK economy. They warn that halting new projects could
lead to damaged local economies and an increased reliance on imported energy.
However, environmental groups believe investments should focus on renewable
energy projects keeping in line with Labour's initial goals, such as the
Offshore Windfarm
which could generate enough electricity to power around 500,000 homes.
Labour had originally pledged to stop issuing new oil and gas licences.
Yet Deputy Leader Lucy Powell recently suggested that North Sea resources
may still play a role during the energy transition, signalling a possible
shift in policy.
For more information about offshore wind
farm projects across the globe,",https://www.tgs4c.com/news/will-burnham-continue-labour27s-net-zero-mission-nid33083.html,4C Offshore,风能,无,2026-07-22T15:42:35+00:00,,
Flexible renewable ammonia demonstrator now operational in Minnesota,2026-07-21,"Land-based, ammonia-fueled power generator approaches commercialization in Japan",https://ammoniaenergy.org/articles/flexible-renewable-ammonia-demonstrator-now-operational-in-minnesota/,Ammonia Energy Association,氨能,氨能源/燃料/产业应用,2026-07-22T16:00:00+00:00,,
"Land-based, ammonia-fueled power generator approaches commercialization in Japan",2026-07-21,"Wärtsilä to supply engines, onboard ammonia systems for Navigator Amon gas carriers",https://ammoniaenergy.org/articles/land-based-ammonia-fueled-power-generator-approaches-commercialization-in-japan/,Ammonia Energy Association,氨能,氨能源/燃料/产业应用,2026-07-22T15:59:59+00:00,,
"Wärtsilä to supply engines, onboard ammonia systems for Navigator Amon gas carriers",2026-07-21,"Wärtsilä to supply engines, onboard ammonia systems for Navigator Amon gas carriers
Wärtsilä to supply engines, onboard ammonia systems for Navigator Amon gas carriers
skip to main content",https://ammoniaenergy.org/articles/wartsila-to-supply-engines-onboard-ammonia-systems-for-navigator-amon-gas-carriers/,Ammonia Energy Association,氨能,氨能源/燃料/产业应用,2026-07-22T15:59:57+00:00,,
"NatPower, Tesla set sights on 100GWh+ in BESS deal for Europe – Batteries International",2026-07-21,"Energy Storage, Lithium, News
NatPower, Tesla set sights on 100GWh+ in BESS deal for Europe
–  July 21, 2026 09:38 am BST
Deal includes initial 25GWh+ of BESS capacity
Energy projects developer NatPower and Tesla have agreed a multi-year deal targeting the potential construction of more than 100GWh of BESS systems across European markets.
An initial five projects under the deal are planned for Italy and the UK — covering more than 25GWh of capacity — to be owned and operated by NatPower.
Tesla will provide its Megapack battery tech in addition to other services, including financial, engineering, procurement and construction, under the terms of the agreement announced on June 23.
Aggregate construction value across the full scope of the agreement is estimated at $4-5 billion and revenues expected from projects is set to exceed $15 billion over 20 years.
The partners said BESS systems will be delivered and allocated through a coordinated system that directly links production, financing and execution on a multi-country basis — claimed to be the first time at this scale — “moving beyond an opportunistic and local approach”.
Key areas of focus include manufacturing capacity reservation, grid access and connection, permitting and regulatory compliance, financial structure and execution scheduling and timeline management.
“The agreement goes beyond the supply of technology alone, establishing an integrated structure combining electrical infrastructure, industrial capacity and advanced energy trading models, which provide the flexibility and certainty required to finance and deliver projects of NatPower’s scale.”
NatPower manages its operations from five main offices across Asia, Europe and the US. CEO Fabrizio Zago said his company and Tesla had established an ecosystem that enables alignment between capital and execution, and that can be replicated across multiple markets.",https://www.batteriesinternational.com/news/natpower-tesla-set-sights-on-100gwh-in-bess-deal-for-europe/,Batteries International,电池,无,2026-07-22T15:38:25+00:00,,
Rich Botts and Jessica Parnell join Eagle Oxide – Batteries International,2026-07-21,"Lead, News, People
Rich Botts and Jessica Parnell join Eagle Oxide
–  July 21, 2026 09:36 am BST
Rich Botts has been appointed director of operations at Eagle Oxide Services, the company announced on July 17.
The announcement came after Eagle announced on July 1 that Jessica Parnell had joined the firm as project manager.
Botts, who has more than three decades of experience in lead acid battery manufacturing and maintenance, was most recently with Hammond Lead Products and previously at Pratt Industries.
Eagle said his background includes extensive experience with Barton oxide systems, ball mills, red lead and litharge production, combustion systems, melt pots, hammer mills, and both mechanical and pneumatic material handling systems.
He also holds technical certifications in welding and electrical work, giving him a practical, hands-on perspective that complements his leadership experience.
Meanwhile, Jessica Parnell will help manage customer projects from planning through execution, supporting the company’s commitment to quality, innovation, and on-time delivery.
Eagle said Parnell brings more than 18 years of manufacturing and project leadership experience from Honda’s car production facility in Indiana.
Throughout her career, she has led project, production, and quality teams of more than 200 employees while helping oversee the successful launch of new vehicle programmes.
Parnell’s experience includes managing new model vehicle weld programs and serving as technical-stage project lead for Honda’s R&D team, where she played a key role in coordinating new vehicle development.
Eagle said that her background in complex manufacturing environments and cross-functional project management is a natural fit for the company as it continues to expand its global customer base.
On Botts, Eagle CEO Eric Holtan, said: “Rich understands this industry from the ground up. His experience and technical knowledge make him an excellent addition to our leadership team, and we’re excited about the value he’ll bring to Eagle and our customers.”
Holtan said Parnell’s experience leading large-scale manufacturing projects and driving collaboration across multiple teams will strengthen the firm’s ability to execute projects efficiently and continue providing exceptional service to its customers.",https://www.batteriesinternational.com/news/rich-botts-and-jessica-parnell-join-eagle-oxide/,Batteries International,电池,无,2026-07-22T15:38:27+00:00,,
7 Battery-Powered Machines Transforming Construction & Mining,2026-07-21,"July 21, 2026
Start slideshow
Hitachi’s Full Battery Dump Truck running while charging
Hitachi Construction Machinery
For more than a century, diesel engines have powered excavators, haul trucks, and loaders on construction sites. Diesel-based engines offered the torque, range, and refueling speed that heavy equipment needed, so mine operators built entire sites around this power source. Unfortunately, operators’ reliance on diesel created many drawbacks. Diesel exhaust filled underground tunnels with heat and particulates, engine noise limited work near hospitals and schools, and fuel became one of the largest recurring expenses on any job site or mine.
Battery technology has advanced significantly enough in recent years to challenge diesel’s superiority among heavy machinery. Lithium-ion and lithium-iron-phosphate battery packs now deliver enough power density to move hundred-ton machines. At the same time, megawatt-scale chargers and battery-swapping systems reduce the downtime that once made electrification impractical for continuous mining operations. Equipment makers have also begun retrofitting mine infrastructure with trolley lines and dedicated charging posts to support these larger battery packs.
Navigating the Hybrid Shift
Over the last few years, heavy equipment manufacturers have developed and deployed battery-powered machinery to customers around the world. Fortescue, BHP, and Rio Tinto have all begun field trials of battery-electric haul trucks in Australia's Pilbara region, while Hitachi demonstrated a full battery dump truck to mining customers at a Zambian copper mine. Now, manufacturers are moving from single-machine trials to fleet-scale orders as mine operators pursue emissions targets set for the end of the decade.
We've put together a list of seven battery-powered machines transforming construction and mining sites. Read on to learn about the haul trucks, excavators, and loaders leading that change.
Start slideshow
Jake Hertz is an Electrical Engineer, Technical Writer, and Public Relations specialist for the electronics and semiconductor industries. He holds an M.S. and B.S. in EE and has designed electronics for top brands, including MakerBot, UltiMaker, Hyundai, and AT&T. He is also an analyst for the TechInsights Microprocessor Report and an alumnus of the Goldman Sachs 10KSB program.
Jake's communication business,
NanoHertz Solutions
, works with industry leaders, including NXP Semiconductors, Renesas, Synopsys, Analog Devices, Infineon, and Texas Instruments. Writing services include whitepapers, application notes, blogs, and thought-leadership pieces. PR services include campaign development and securing high-visibility media placements for clients. To work with Jake,
contact him on LinkedIn
. You can see more of his work and services
See more from",https://www.batterytechonline.com/automotive-mobility/7-battery-powered-machines-transforming-construction-mining-sites,Battery Tech Online,电池,无,2026-07-22T15:38:49+00:00,,
Startups Pitch Investors to Transform the Battery Industry,2026-07-21,"Startup pitches at NSF Investor Day showcase battery innovations driving sustainability, high-performance materials, and domestic supply chain resilience.
July 20, 2026
Investor Day spotlights the next generation of energy storage startups emerging from the NSF Energy Storage Engine in Upstate New York ecosystem.
Courtesy of Maria Guerra.
Dr. Fernando Gomez, Director of Translational Entrepreneurship at NSF Energy Storage Engine, welcomed attendees to Cornell Tech, saying, “Welcome to Cornell Tech. For those of you who are here for the first time, I hope you enjoy the beautiful campus…If you're an investor, you're going to see amazing companies pitch, and I hope you go and talk to them, understand their businesses.”
Meera Sampat, CEO of the NSF Energy Storage Engine, followed with an overview of the engine’s mission to accelerate battery innovation, strengthen domestic manufacturing, and drive economic
growth in upstate New York
. She highlighted key achievements, including mobilizing 60 partners, funding 15 startups, and raising $20M in follow-on funding. “Together, all of us here in this room have the opportunity to build America's battery tech capital right here in New York,” she emphasized.
Investor Day
featured a showcase of 13 startups, each with 7 minutes to pitch their groundbreaking technologies. From advanced anode materials to sustainable recycling solutions, the event offered a glimpse of the future of energy storage. As Sampat noted, “These startups are not just solving today’s challenges—they’re building the foundation for a more sustainable and energy-efficient tomorrow.”
Breaking Down the Limits of Solid-State Battery Performance
The event underscored three major trends driving the future of energy storage:
Sustainability
: Startups like Amel Energy and Bridge Green Upcycle are prioritizing environmentally friendly solutions, addressing the urgent need for sustainable materials and processes.
High-performance materials
: Companies such as Tyfast Energy and Elementium Materials are pushing the boundaries of battery performance, enabling faster charging, longer lifespans, and greater energy density.
Domestic supply chain resilience
: With a focus on U.S.-based manufacturing and sourcing, startups like Fermi Energy and Molhill Inc. are strengthening the domestic battery supply chain to reduce reliance on foreign materials.
1. Battery manufacturing with PFAS-free binder:
Derrick Maxwell, PhD, CEO of
, delivered a pitch that addressed one of the most pressing challenges in battery manufacturing, which is the reliance on toxic solvents and PFAS-based materials. “Most of us don’t realize that the batteries we carry around every day are made with hazardous chemicals,” Maxwell began, highlighting the environmental and regulatory risks associated with traditional processes and the importance of removing toxic solvents and PFAS in cathode manufacturing.
Learn How an iPhone Battery Is Manufactured
Derrick Maxwell, PhD, CEO of Amel Energy. Courtesy of Maria Guerra.
Amel Energy’s innovative solution replaces these harmful materials with a non-toxic, biofermented solvent derived from corn and a
PFAS-free binder
, both sourced domestically. This approach not only avoids regulatory hurdles but also offers significant cost savings—up to 2x for the solvent and 10x for the binder. Maxwell emphasized the scalability of their solution, noting that it’s a true drop-in replacement that requires no changes to existing manufacturing equipment. “We’re designing this platform to be compatible with all cathode materials and conductive carbons, ensuring seamless adoption for manufacturers,” he explained.
Having already achieved Technology Readiness Level (TRL) 5, Amel Energy is now targeting TRL 7 or 8 as they expand their R&D operations in New York State. With two pending patents, successful pilot tests, and over $900,000 in grants, Amel Energy is targeting the US defense industry as a beachhead market; the company projects significant cost reductions for gigafactories. Amel Energy is seeking $3 million in seed funding to scale operations, build out their team, and further develop their innovative solutions, with a vision to transform battery manufacturing into a sustainable and cost-effective industry.
Video Explores Why US Battery Manufacturing Lags Behind China—And What It Will Take to Catch Up
2. High-performance batteries for heavy-duty platforms
: GJ la O', CEO and Co-founder of
, introduced the company’s lithium vanadium oxide (LVO) anode technology, which aims to address the limitations of traditional lithium-ion batteries in heavy-duty applications. Designed for industries like mining and defense, Tyfast’s batteries are engineered to handle high power demands, extreme conditions, and continuous operation.
Tyfast is using LVO anode technology. Courtesy of Maria Guerra.
A key innovation is the addition of vanadium to the anode. “Vanadium oxide-based chemistries have five times lower expansion than graphite, faster lithium transport, and operate at a higher voltage,” la O’ explained. These properties result in longer cycle life, faster charge and discharge rates, and improved safety, even in extreme temperatures. According to the CEO, in mining, the technology enables electric trucks to operate 24/7, saving over $1 million annually in fuel costs, while in defense, it supports rapid charging and high-power discharge for applications like directed energy systems.
Tyfast has secured $3 million in private funding and $12 million in federal and state awards, with three patents granted. The company is raising $10 million to establish an industrial pilot line and advance toward commercialization. “We’re building a novel technology to electrify the toughest jobs on the planet,” la O’ concluded.
Startups like the ones participating in the NSF Energy Storage Engine’s Investor Day at Cornell Tech exemplify the groundbreaking advancements in sustainability, high-performance materials, and domestic supply chain resilience, underscoring the critical role these trends will play in shaping the future of energy storage.
These innovations, combined with the collective efforts of the NSF and its partners, are driving progress toward a more sustainable, energy-efficient, and resilient future. As New York State solidifies its position as a leader in battery technology, the NSF’s commitment to fostering innovation and economic growth will play a crucial role in advancing the battery industry within the state while simultaneously strengthening the US domestic battery supply chain.
Maria Guerra
Senior Editor-Battery Technology, Informa Markets
Maria L. Guerra is a Senior Editor at
Battery Technology
, blending her engineering background with a passion for technology journalism. She holds a Bachelor of Science in Electrical Engineering from Universidad Metropolitana in Caracas, Venezuela, and a Master of Science in Electrical Engineering from NYU Tandon School of Engineering.
Guerra's career spans power systems engineering, oil & gas consulting, and technical writing and editing. She worked for several years at Kellogg, Brown & Root Ltd. (KBR) in the UK, conducting power system studies and providing technical support for offshore and onshore projects. During her internship at Pequiven S.A. in Venezuela, she trained neural networks using MATLAB (Kohonen Map) to estimate electrical circuit variables for oil wells (e.g., voltage, current, and power).
In addition to her engineering roles, Guerra worked as a freelance technical editor, refining complex technical content for clarity and accuracy. She later became a Power/Analog Editor at
Electronic Design
, covering advancements in the semiconductor market, focusing on power/analog electronics systems.
Battery Technology
, Guerra now delivers in-depth coverage of battery manufacturing, EV advancements, energy storage systems, and the evolving landscape of critical minerals and second-life batteries. She is passionate about uncovering the stories that shape the future of electrification, from cutting-edge battery innovations to policy shifts driving sustainable energy.
Guerra is also a member of
The Battery Show North America Advisory Board
, where she contributes her expertise to advising on industry trends and speaker selection for The Battery Show North America, while helping to shape discussions on battery technology and electrification. She was part of the award-winning Battery Technology team recognized with a
Neal Award for Best Coverage of the 2024 Election
Neal Award for Best Explanatory Content
in 2026 for her coverage of battery breakthroughs.
Maria Guerra is based in Brooklyn, NY, and can be reached at
[email protected]
See more from
Maria Guerra",https://www.batterytechonline.com/design-manufacturing/startups-pitch-investors-to-transform-the-battery-industry,Battery Tech Online,电池,无,2026-07-22T15:38:52+00:00,,
Bondada Engineering wins 100 MWh vanadium flow battery project in India - Energy Storage,2026-07-21,"Bondada Engineering, a renewable energy company in India, has secured an order from NTPC Renewable Energy Ltd. for the development of a 100 MWh vanadium redox flow BESS at the Khavda Solar Park in Gujarat.
The project will be executed with Delectrik Systems as the technology partner and includes 10 years of operations & maintenance (O&M). The system will be completely designed, engineered and manufactured in India.
Designed to support the integration of renewable energy into the national grid, the project will leverage vanadium redox flow batteries, which is one of the most promising large-scale energy storage technologies due to their long cycle life, high recyclability, and safety credentials. The technology also aligns with Bharat’s vision of strengthening energy security by reducing long-term dependence on imported cells from significantly limited sources, through the utilization of domestic vanadium resources or import from diverse sources.
India has set a target of deploying approximately 236 GWh of battery energy storage systems by 2030, compared to the country’s current installed capacity of nearly 3.3 GWh. As renewable energy capacity expands rapidly, long-duration energy storage technologies such as vanadium redox flow battery energy storage system are expected to play a critical role in ensuring grid stability and enabling the country’s clean energy transition.
“This award from NTPC Renewable Energy is a defining milestone in Bondada Engineering’s growth journey. Securing Bharat’s first and largest grid-scale vanadium redox flow battery energy storage project demonstrates our ability to execute advanced clean energy infrastructure and reinforces our commitment to supporting Bharat’s energy transition,” said Rear Admiral R. Sreenivas, VSM (Retd), group chief executive officer of Bondada Engineering Ltd. “As the country accelerates renewable energy adoption, long-duration energy storage technologies will become increasingly critical in ensuring reliable and resilient power systems.”",https://www.ess-news.com/2026/07/21/bondada-engineering-wins-100-mwh-vanadium-flow-battery-project-in-india/,ESS News,储能,储能项目/应用,2026-07-22T15:59:48+00:00,,
"Engie, MasPV sign long-term BESS power agreements in Spain, Guatemala - Energy Storage",2026-07-21,"Return and Engie have signed a 10-year full tolling agreement covering three battery energy storage system (BESS) projects in Spain’s Basque Country with a combined capacity of 55 MW/220 MWh.
Return will own, develop, and operate the battery systems, while Engie will optimize their flexibility across Spain’s wholesale and balancing markets. Commercial operations are scheduled to begin by the end of 2027.
The companies said the agreement demonstrates how long-term commercial contracts can support investment in battery storage by providing predictable revenue for asset owners while securing flexible capacity for electricity market participants. Construction of the three projects is already underway.
Separately, MasPV has signed 15-year PPAs with Guatemala’s Empresa Eléctrica de Guatemala (EEGSA) and Distribuidora de Electricidad de Oriente (Deorsa) for its Estanzuela solar-plus-storage project.
The project, in Guatemala’s Zacapa department, will combine 130 MWp of solar generation with a 100 MWh battery energy storage system. MasPV said the project, which represents an investment of more than $100 million, is expected to begin commercial operation before 2029.",https://www.ess-news.com/2026/07/21/engie-maspv-sign-long-term-bess-power-agreements-in-spain-guatemala/,ESS News,储能,储能项目/应用,2026-07-22T15:59:44+00:00,,
Entrix to optimize 8.8 MW battery storage project in Poland - Energy Storage,2026-07-21,"Entrix and Low Carbon have signed an optimization agreement for the Przeworsk battery storage project in Poland’s Podkarpackie region. The standalone, fully merchant battery system is rated at 8.8 MW/17.6 MWh. The project has reached construction-ready status and is scheduled to begin commercial operation in 2027.
Low Carbon is developing the project through its majority-owned Polish vehicle, LC Energia, alongside local development partner Evercon and trading partner InCommodities. Goldbeck Solar Polska is the EPC contractor, and Trina is supplying the batteries, according to Entrix’s project materials.
Entrix will handle optimization and route-to-market services for the plant across Poland’s electricity markets, using AI-based multi-market optimization to capture revenue from market volatility, flexibility, and system needs. The company has previously worked on Polish battery storage projects, including a 133 MW system in Trzebinia with DRI and a 4 MW/16 MWh project in Puławy with RelyAssets.
The companies said the agreement reflects a broader shift in the Polish market, as battery storage projects move from development concepts to commercially active assets. They said flexible storage is becoming increasingly important for system stability and market efficiency as renewable capacity grows and price volatility rises.",https://www.ess-news.com/2026/07/21/entrix-to-optimize-8-8-mw-polish-battery-storage-project/,ESS News,储能,储能项目/应用,2026-07-22T15:59:46+00:00,,
